timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-01-19T16:50:14,carbon_track_before,4d571df1-dcc0-483b-9ea7-1c67599b8dd9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.07286079996265471,4.152411384061266e-06,5.6991021045467686e-05,360.0,9.668340671335818,10.0,7.1647199976723635e-06,1.9250015403926568e-07,1.9834722220871806e-07,7.555567373920347e-06,0.0,Thailand,THA,bangkok,,,Windows-11-10.0.26100-SP0,3.14.1,3.2.1,16,AMD Ryzen 7 5800H with Radeon Graphics,1,1 x NVIDIA GeForce RTX 3060 Laptop GPU,100.579,13.6687,15.355525970458984,machine,0,0,0,0,N,1.0,0.0
